;;Winner Rank Points;prev_rank;perc;;;
2020;Ingrid Gamarra Martins;1213;295;311.19%;;;
2020;Ingrid Vojcinakova;6;5;20.00%;;;
2020;Inigo Cervantes Huegun;223;76;193.42%;;;
2020;Ioana Dumitrescu;0;(null);(null);;;
2020;Ioana Gaspar;38;947;-95.99%;;;
2020;Ioana Loredana Rosca;2297;1943;18.22%;;;
2020;Ioana Zvonaru;0;0;(null);;;
2020;Ipek Oz;1062;961;10.51%;;;
2020;Irene Burillo Escorihuela;741;1733;-57.24%;;;
2020;Irene Lavino;20;24;-16.67%;;;
2020;Irina Camelia Begu;13356;11464;16.50%;;;
2020;Irina Falconi;633;140;352.14%;;;
2020;Irina Fetecau;867;2482;-65.07%;;;
2020;Irina Khromacheva;179;2015;-91.12%;;;
2020;Irina Maria Bara;5498;8494;-35.27%;;;
2020;Irina Ramialison;731;754;-3.05%;;;
2020;Iryna Shymanovich;804;634;26.81%;;;
2020;Irys Ekani;53;0;(null);;;
2020;Isabella Bozicevic;6;3;100.00%;;;
2020;Isabella Harvison;0;0;(null);;;
2020;Isabella Kruger;26;(null);(null);;;
2020;Isabella Shinikova;2761;7316;-62.26%;;;
2020;Iuliia Nikitina;0;0;(null);;;
2020;Ivana Jorovic;1305;9559;-86.35%;;;
2020;Ivana Popovic;633;322;96.58%;;;
2020;Ivana Sebestova;12;20;-40.00%;;;
2020;Iveta Dapkute;16;81;-80.25%;;;
2020;Ivo Karlovic;1316;11204;-88.25%;;;
2020;Ivonne Cavalle Reimers;2182;1263;72.76%;;;
2020;Izabela Gabriela Novac;7;16;-56.25%;;;
2020;Izabela Heinzova;0;(null);(null);;;
2020;J.J. Wolf;7041;3273;115.12%;;;
2020;Jack Draper;865;475;82.11%;;;
2020;Jack Sock;965;(null);(null);;;
2020;Jacob Grills;140;517;-72.92%;;;
2020;Jacqueline Cabaj Awad;604;974;-37.99%;;;
2020;Jade Suvrijn;28;709;-96.05%;;;
2020;Jai Corbett;3;(null);(null);;;
2020;Jaimee Fourlis;692;2709;-74.46%;;;
2020;Jaleesa Leslie;0;0;(null);;;
2020;James Duckworth;7135;18242;-60.89%;;;
2020;James Ward;956;3533;-72.94%;;;
2020;Jamie Loeb;2167;2518;-13.94%;;;
2020;Jamilah Snells;0;0;(null);;;
2020;Jan Lennard Struff;20035;37610;-46.73%;;;
2020;Jan Satral;198;474;-58.23%;;;
2020;Jana Bojovic;14;9;55.56%;;;
2020;Jana Cepelova;2271;5714;-60.26%;;;
2020;Jana Fett;3891;3209;21.25%;;;
2020;Jana Jablonovska;20;30;-33.33%;;;
2020;Jana Kolodynska;3;0;(null);;;
2020;Jannik Sinner;19680;10910;80.38%;;;
2020;Jantje Tilbuerger;95;54;75.93%;;;
2020;Jaqueline Adina Cristian;6243;6235;0.13%;;;
2020;Jargal Altansarnai;0;(null);(null);;;
2020;Jasmine Conway;0;(null);(null);;;
2020;Jasmine Paolini;4199;16213;-74.10%;;;
2020;Jason Jung;6612;15768;-58.07%;;;
2020;Jason Kubler;1094;3505;-68.79%;;;
2020;Jaume Munar;14198;22564;-37.08%;;;
2020;Javier Barranco Cosano;140;1049;-86.65%;;;
2020;Jay Clarke;2295;6714;-65.82%;;;
2020;Jazmin Ortenzi;120;349;-65.62%;;;
2020;Jc Aragone;1658;4028;-58.84%;;;
2020;Jean Thirouin;35;(null);(null);;;
2020;Jelena Ostapenko;10757;25580;-57.95%;;;
2020;Jelena Stojanovic;9;8;12.50%;;;
2020;Jelle Sels;250;2418;-89.66%;;;
2020;Jenifer Anger;0;(null);(null);;;
2020;Jenna Defalco;0;(null);(null);;;
2020;Jennifer Brady;25253;22259;13.45%;;;
2020;Jennifer Elie;306;2130;-85.63%;;;
2020;Jenny Duerst;84;128;-34.38%;;;
2020;Jeremy Chardy;2700;25845;-89.55%;;;
2020;Jerricka Boone;0;0;(null);;;
2020;Jerzy Janowicz;108;(null);(null);;;
2020;Jesika Maleckova;2405;2317;3.80%;;;
2020;Jesper De Jong;1003;0;(null);;;
2020;Jessica Bouzas Maneiro;234;0;(null);;;
2020;Jessica Pegula;7878;9799;-19.60%;;;
2020;Jessica Pieri;1167;3325;-64.90%;;;
2020;Jessie Aney;0;(null);(null);;;
2020;Jessie Culley;0;(null);(null);;;
2020;Jessika Ponchet;2332;7029;-66.82%;;;
2020;Ji Sung Nam;582;2696;-78.41%;;;
2020;Jia Jing Lu;325;11291;-97.12%;;;
2020;Jia Qi Kang;123;322;-61.80%;;;
2020;Jiangxue Han;185;59;213.56%;;;
2020;Jiho Shin;0;0;(null);;;
2020;Jil Belen Teichmann;12471;17599;-29.14%;;;
2020;Jillian Louise Roa;0;(null);(null);;;
2020;Jiri Lehecka;210;22;854.55%;;;
2020;Jiri Vesely;14652;19042;-23.05%;;;
2020;Joanna Garland;1378;65;2020.00%;;;
2020;Joanna Zawadzka;10;47;-78.72%;;;
2020;Joanne Zuger;279;305;-8.52%;;;
2020;Joao Domingues;1519;6700;-77.33%;;;
2020;Joao Lucas Reis Da Silva;48;(null);(null);;;
2020;Joao Menezes;3171;3822;-17.03%;;;
2020;Joao Sousa;3104;26491;-88.28%;;;
2020;Jodie Anna Burrage;4169;2801;48.84%;;;
2020;Joelle Kissell;96;123;-21.95%;;;
2020;Johana Markova;1232;1547;-20.36%;;;
2020;Johanna Konta;8082;27140;-70.22%;;;
2020;Johanna Larsson;250;3674;-93.20%;;;
2020;Johannes Haerteis;1683;1303;29.16%;;;
2020;John Isner;17865;78620;-77.28%;;;
2020;John Mcnally;64;92;-30.43%;;;
2020;John Millman;20448;25789;-20.71%;;;
2020;John Patrick Smith;375;2674;-85.98%;;;
2020;Jonas Forejtek;258;187;37.97%;;;
2020;Jordan Thompson;10463;24628;-57.52%;;;
2020;Jose Rubin Statham;0;56;-100.00%;;;
2020;Josephine Boualem;51;35;45.71%;;;
2020;Jovana Jaksic;1582;6258;-74.72%;;;
2020;Jozef Kovalik;6857;7971;-13.98%;;;
2020;Juan Ignacio Londero;7773;22657;-65.69%;;;
2020;Juan Manuel Cerundolo;531;256;107.42%;;;
2020;Juan Pablo Ficovich;4216;2086;102.11%;;;
2020;Juan Pablo Varillas;2373;4699;-49.50%;;;
2020;Judith Perello Saavedra;0;(null);(null);;;
2020;Jule Niemeier;2445;1458;67.70%;;;
2020;Jules Marie;30;(null);(null);;;
2020;Julia Avdeeva;20;(null);(null);;;
2020;Julia Garcia;0;(null);(null);;;
2020;Julia Goerges;5496;32200;-82.93%;;;
2020;Julia Grabher;2143;6446;-66.75%;;;
2020;Julia Keranovic;0;0;(null);;;
2020;Julia Kimmelmann;27;25;8.00%;;;
2020;Julia Klimovicz;0;0;(null);;;
2020;Julia Lovqvist;61;0;(null);;;
2020;Julia Payola;220;346;-36.42%;;;
2020;Julia Stamatova;414;586;-29.35%;;;
2020;Julia Terziyska;410;696;-41.09%;;;
2020;Julia Wachaczyk;19;377;-94.96%;;;
2020;Julian Lenz;1622;2775;-41.55%;;;
2020;Julian Ocleppo;352;456;-22.81%;;;
2020;Julie Belgraver;41;0;(null);;;
2020;Julie Gervais;436;2093;-79.17%;;;
2020;Juliette Colard;0;(null);(null);;;
2020;Juliette Loliee;0;(null);(null);;;
2020;Juliette Mazzoni;0;(null);(null);;;
2020;Julita Saner;6;17;-64.71%;;;
2020;Julyette Maria Josephine Steur;1249;1926;-35.15%;;;
2020;Junri Namigata;423;2427;-82.57%;;;
2020;Jurij Rodionov;6158;3089;99.35%;;;
2020;Justina Mikulskyte;575;400;43.75%;;;
2020;Justine Pysson;6;0;(null);;;
2020;Jwany Sherif;15;0;(null);;;
2020;Kacper Zuk;1259;78;1514.10%;;;
2020;Kai Chen Chang;200;1153;-82.65%;;;
2020;Kaia Kanepi;11241;11348;-0.94%;;;
2020;Kaichi Uchida;635;4217;-84.94%;;;
2020;Kaja Juvan;5055;8840;-42.82%;;;
2020;Kajsa Rinaldo Persson;5;10;-50.00%;;;
2020;Kamil Majchrzak;7163;18640;-61.57%;;;
2020;Kamila Kerimbayeva;0;0;(null);;;
2020;Kamilla Bartone;123;(null);(null);;;
2020;Kamilla Rakhimova;3966;3386;17.13%;;;
2020;Kamonwan Buayam;4;0;(null);;;
2020;Karen Barbat;0;0;(null);;;
2020;Karen Khachanov;41350;84035;-50.79%;;;
2020;Karen Marthiens;0;0;(null);;;
2020;Kariann Pierre Louis;0;(null);(null);;;
2020;Karim Mohamed Maamoun;110;310;-64.52%;;;
2020;Karin Kennel;467;1034;-54.84%;;;
2020;Karola Patricia Bejenaru;49;68;-27.94%;;;
2020;Karolayne Alexandre Da Rosa;20;26;-23.08%;;;
2020;Karolina Muchova;3735;17562;-78.73%;;;
2020;Karolina Pliskova;37795;96426;-60.80%;;;
2020;Katarina Jokic;34;0;(null);;;
2020;Katarina Kozarov;58;0;(null);;;
2020;Katarina Kuzmova;12;11;9.09%;;;
2020;Katarina Zavatska;3780;11794;-67.95%;;;
2020;Katarzyna Kawa;6670;7463;-10.63%;;;
2020;Katerina Siniakova;15601;20423;-23.61%;;;
2020;Kateryna Bondarenko;119;0;(null);;;
2020;Kateryna Kozlova;2097;12211;-82.83%;;;
2020;Katharina Gerlach;1049;4535;-76.87%;;;
2020;Katharina Hobgarski;237;5204;-95.45%;;;
2020;Katherine Sebov;648;3679;-82.39%;;;
2020;Katherine Westbury;20;(null);(null);;;
2020;Kathinka Von Deichmann;2648;5236;-49.43%;;;
2020;Kathleen Kanev;37;39;-5.13%;;;
2020;Katie Boulter;996;5632;-82.32%;;;
2020;Katie Swan;917;4080;-77.52%;;;
2020;Katie Volynets;1077;726;48.35%;;;
2020;Katja Wiersholm;0;(null);(null);;;
2020;Katriin Saar;26;44;-40.91%;;;
2020;Katrina Lai;0;(null);(null);;;
2020;Katy Dunne;1852;1859;-0.38%;;;
2020;Katya Ramirez;0;0;(null);;;
2020;Katyarina Paulenka;14;53;-73.58%;;;
2020;Kayla Day;81;795;-89.81%;;;
2020;Kei Nishikori;2690;97860;-97.25%;;;
2020;Keisha R Clousing;5;(null);(null);;;
2020;Kelia Le Bihan;122;31;293.55%;;;
2020;Kelsey Lewis;0;(null);(null);;;
2020;Kenzy Abdelaal;0;(null);(null);;;
2020;Kevin Anderson;5210;27940;-81.35%;;;
2020;Kevin King;1224;1506;-18.73%;;;
2020;Khumoun Sultanov;128;874;-85.35%;;;
2020;Kiki Bertens;49620;125890;-60.58%;;;
2020;Kimberley Zimmermann;175;2885;-93.93%;;;
2020;Kimmer Coppejans;4445;10601;-58.07%;;;
2020;Kira Pavlova;0;(null);(null);;;
2020;Kirsten Flipkens;3942;13420;-70.63%;;;
2020;Kisa Yoshioka;0;(null);(null);;;
2020;Konstantin Kravchuk;114;854;-86.65%;;;
2020;Koral Koldobski;0;0;(null);;;
2020;Kristie Ahn;4727;8466;-44.16%;;;
2020;Kristina Kucova;5898;5160;14.30%;;;
2020;Kristina Milenkovic;0;(null);(null);;;
2020;Kristina Mladenovic;9470;22082;-57.11%;;;
2020;Kristina Voronina;0;(null);(null);;;
2020;Kristjan Tamm;48;(null);(null);;;
2020;Kristyna Hrabalova;3;15;-80.00%;;;
2020;Kristyna Lavickova;0;(null);(null);;;
2020;Kristyna Pliskova;7993;14723;-45.71%;;;
2020;Ksenia Laskutova;269;224;20.09%;;;
2020;Kurumi Nara;1752;11181;-84.33%;;;
2020;Kyle Edmund;9045;28035;-67.74%;;;
2020;Kylie Collins;12;0;(null);;;
2020;Kyoka Okamura;1279;4224;-69.72%;;;
2020;Kyrian Jacquet;192;(null);(null);;;
2020;Laetitia Pulchartova;56;52;7.69%;;;
2020;Lamine Ouahab;29;20;45.00%;;;
2020;Lamis Alhussein Abdel Aziz;264;622;-57.56%;;;
2020;Lara Arruabarrena;4070;7336;-44.52%;;;
2020;Lara Escauriza;100;14;614.29%;;;
2020;Lara Onal;0;(null);(null);;;
2020;Lara Panfilov;10;26;-61.54%;;;
2020;Lara Pfeifer;0;(null);(null);;;
2020;Lara Salden;3676;1708;115.22%;;;
2020;Lara Tovich;0;(null);(null);;;
2020;Laslo Djere;16172;22322;-27.55%;;;
2020;Laura Ashley;14;0;(null);;;
2020;Laura Boehner;0;(null);(null);;;
2020;Laura Ioana Andrei;3289;6498;-49.38%;;;
2020;Laura Mair;0;(null);(null);;;
2020;Laura Pigossi;759;1532;-50.46%;;;
2020;Laura Schaeder;150;1082;-86.14%;;;
2020;Laura Siegemund;13360;17419;-23.30%;;;
2020;Laura Svatikova;20;21;-4.76%;;;
2020;Laure Line Glaude;0;0;(null);;;
2020;Lauren Davis;5574;15118;-63.13%;;;
2020;Lauren Proctor;42;50;-16.00%;;;
2020;Laurent Lokoli;107;386;-72.28%;;;
2020;Lea Boskovic;3134;2122;47.69%;;;
2020;Lea Tholey;14;124;-88.71%;;;
2020;Leandro Riedi;3;(null);(null);;;
2020;Lena Ruppert;4;0;(null);;;
2020;Lenny Hampel;27;(null);(null);;;
2020;Leolia Jeanjean;0;0;(null);;;
2020;Leonardo Mayer;2460;17791;-86.17%;;;
2020;Leonie Kung;8643;2138;304.26%;;;
2020;Lesia Tsurenko;4908;12574;-60.97%;;;
2020;Lesley Kerkhove;2308;11762;-80.38%;;;
2020;Lexie Stevens;657;396;65.91%;;;
2020;Leylah Annie Fernandez;4468;2440;83.11%;;;
2020;Leyre Romero Gormaz;59;(null);(null);;;
2020;Lia Karatancheva;0;0;(null);;;
2020;Liam Broady;4811;3624;32.75%;;;
2020;Liam Caruana;575;220;161.36%;;;
2020;Lian Tran;120;26;361.54%;;;
2020;Liisa Vehvilainen;0;(null);(null);;;
2020;Lilly Elida Haseth;15;23;-34.78%;;;
2020;Lin Zhu;1685;29275;-94.24%;;;
2020;Lina Gjorcheska;1691;3068;-44.88%;;;
2020;Lina Glushko;395;317;24.61%;;;
2020;Lina Qostal;0;(null);(null);;;
2020;Linda Fruhvirtova;132;(null);(null);;;
2020;Linda Sevcikova;0;0;(null);;;
2020;Lisa Pigato;251;150;67.33%;;;
2020;Lisa Ponomar;210;210;0.00%;;;
2020;Lizette Cabrera;3557;6493;-45.22%;;;
2020;Lloyd Glasspool;70;528;-86.74%;;;
2020;Lloyd Harris;16429;20262;-18.92%;;;
2020;Lola Marandel;0;(null);(null);;;
2020;Lola Mireille Glantz;0;0;(null);;;
2020;Lorenzo Giustino;5048;11094;-54.50%;;;
2020;Lorenzo Musetti;6577;670;881.64%;;;
2020;Lorenzo Sonego;15228;29483;-48.35%;;;
2020;Lou Adler;37;539;-93.14%;;;
2020;Lou Brouleau;486;1845;-73.66%;;;
2020;Loudmilla Bencheikh;154;257;-40.08%;;;
2020;Louis Wessels;77;398;-80.65%;;;
2020;Louise Kwong;18;30;-40.00%;;;
2020;Louise Lampla;0;0;(null);;;
2020;Luana Plaza Araujo;0;(null);(null);;;
2020;Luca Castelnuovo;28;89;-68.54%;;;
2020;Luca Nardi;25;(null);(null);;;
2020;Luca Vanni;510;2780;-81.65%;;;
2020;Lucas Catarina;63;71;-11.27%;;;
2020;Lucas Gerch;278;219;26.94%;;;
2020;Lucas Miedler;439;5452;-91.95%;;;
2020;Lucia Bronzetti;1237;2027;-38.97%;;;
2020;Lucia Cortez Llorca;487;97;402.06%;;;
2020;Lucia Llinares Domingo;0;(null);(null);;;
2020;Lucia Marzal Martinez;0;(null);(null);;;
2020;Luciano Darderi;2;(null);(null);;;
2020;Lucie Havlickova;48;(null);(null);;;
2020;Lucie Hradecka;310;2041;-84.81%;;;
2020;Lucie Nguyen Tan;0;(null);(null);;;
2020;Lucie Petruzelova;20;4;400.00%;;;
2020;Lucie Wargnier;593;461;28.63%;;;
2020;Lucrezia Stefanini;564;1816;-68.94%;;;
2020;Ludmilla Samsonova;8735;9453;-7.60%;;;
2020;Luis David Martinez;0;(null);(null);;;
2020;Luis Faria;21;(null);(null);;;
2020;Luisa Meyer Auf Der Heide;0;(null);(null);;;
2020;Lukas Hellum Lilleengen;2;(null);(null);;;
2020;Lukas Klein;949;764;24.21%;;;
2020;Lukas Lacko;2045;8690;-76.47%;;;
2020;Lukas Rosol;2984;12160;-75.46%;;;
2020;Lulu Radovcic;183;490;-62.65%;;;
2020;Luna Jokanovic;0;(null);(null);;;
2020;Luna Meers;3;3;0.00%;;;
2020;Lyubov Kostenko;32;0;(null);;;
2020;Mackenzie McDonald;4001;13024;-69.28%;;;
2020;Maddison Inglis;5120;11504;-55.49%;;;
2020;Madison Appel;4;0;(null);;;
2020;Madison Brengle;8041;18958;-57.59%;;;
2020;Madison Harrison;0;(null);(null);;;
2020;Madison Keys;11068;39104;-71.70%;;;
2020;Maegan Manasse;68;644;-89.44%;;;
2020;Maelys Bougrat;34;0;(null);;;
2020;Magali Kempen;730;350;108.57%;;;
2020;Magda Linette;14033;30437;-53.89%;;;
2020;Magdalena Frech;7767;8047;-3.48%;;;
2020;Magdalena Pantuckova;50;679;-92.64%;;;
2020;Magdalena Stoilkovska;0;0;(null);;;
2020;Magdalini Adaloglou;0;(null);(null);;;
2020;Mai Hontama;792;1405;-43.63%;;;
2020;Mai Minokoshi;180;812;-77.83%;;;
2020;Mai Napatt Nirundorn;0;(null);(null);;;
2020;Maia Lumsden;508;2686;-81.09%;;;
2020;Maileen Nuudi;0;0;(null);;;
2020;Maja Chwalinska;540;2008;-73.11%;;;
2020;Maja Radenkovic;0;(null);(null);;;
2020;Maks Kasnikowski;0;(null);(null);;;
2020;Malaika Rapolu;0;(null);(null);;;
2020;Malek Jaziri;2332;6983;-66.60%;;;
2020;Malene Helgo;834;553;50.81%;;;
2020;Mallaurie Noel;564;581;-2.93%;;;
2020;Man Ying Maggie Ng;69;91;-24.18%;;;
2020;Mana Ayukawa;59;1025;-94.24%;;;
2020;Mana Kawamura;105;71;47.89%;;;
2020;Mananchaya Sawangkaew;247;145;70.34%;;;
2020;Manca Pislak;212;481;-55.93%;;;
2020;Mandy Minella;428;12882;-96.68%;;;
2020;Manon Arcangioli;336;1548;-78.29%;;;
2020;Manon Leonard;172;315;-45.40%;;;
2020;Manuel Guinard;427;1151;-62.90%;;;
2020;Manuel Sanchez;16;73;-78.08%;;;
2020;Marc Andrea Huesler;5485;2255;143.24%;;;
2020;Marc Polmans;5229;10155;-48.51%;;;
2020;Marcela Zacarias;224;3941;-94.32%;;;
2020;Marcelo Arevalo;164;2703;-93.93%;;;
2020;Marcelo Tomas Barrios Vera;2514;2229;12.79%;;;
2020;Marco Cecchinato;15339;24253;-36.75%;;;
2020;Marco Trungelliti;891;4707;-81.07%;;;
2020;Marcos Giron;14319;13025;9.93%;;;
2020;Marek Gengel;130;15;766.67%;;;
2020;Margarita Gasparyan;2601;10735;-75.77%;;;
2020;Margarita Ignatjeva;72;9;700.00%;;;
2020;Margaux Orange;227;58;291.38%;;;
2020;Margaux Rouvroy;72;56;28.57%;;;
2020;Margot Yerolymos;1974;1071;84.31%;;;
2020;Mari Osaka;318;3357;-90.53%;;;
2020;Maria Berlanga Bandera;0;(null);(null);;;
2020;Maria Bondarenko;57;(null);(null);;;
2020;Maria Camila Osorio Serrano;2123;3888;-45.40%;;;
2020;Maria Fernanda Herazo Gonzalez;350;1140;-69.30%;;;
2020;Maria Fernanda Navarro;0;(null);(null);;;
2020;Maria Gutierrez Carrasco;578;701;-17.55%;;;
2020;Maria Ines Fonte;38;36;5.56%;;;
2020;Maria Jose Zehnder;0;(null);(null);;;
2020;Maria Kallistrou;0;(null);(null);;;
2020;Maria Krupenina;16;0;(null);;;
2020;Maria Lota Kaul;4;0;(null);;;
2020;Maria Lourdes Carle;1970;238;727.73%;;;
2020;Maria Marfutina;244;449;-45.66%;;;
2020;Maria Mateas;297;390;-23.85%;;;
2020;Maria Nikitina;0;(null);(null);;;
2020;Maria Paulina Perez Garcia;57;251;-77.29%;;;
2020;Maria Sakkari;21415;23119;-7.37%;;;
2020;Maria Shusharina;60;33;81.82%;;;
2020;Maria Timofeeva;340;5;6700.00%;;;
2020;Maria Vittoria Viviani;10;48;-79.17%;;;
2020;Mariam Bolkvadze;1769;6213;-71.53%;;;
2020;Mariam Dalakishvili;23;46;-50.00%;;;
2020;Mariam Samy;0;(null);(null);;;
2020;Marian Jade Capadocia;0;(null);(null);;;
2020;Mariana Campino;0;(null);(null);;;
2020;Mariana Drazic;22;304;-92.76%;;;
2020;Marianna Zakarlyuk;272;765;-64.44%;;;
2020;Mariano Kestelboim;110;(null);(null);;;
2020;Marie Benoit;3776;4440;-14.95%;;;
2020;Marie Bouzkova;12397;18022;-31.21%;;;
2020;Marie Mettraux;48;13;269.23%;;;
2020;Marie Temin;153;433;-64.67%;;;
2020;Marie Villet;33;0;(null);;;
2020;Mariia Bergen;6;0;(null);;;
2020;Mariia Kostiuk;0;(null);(null);;;
2020;Mariia Tkacheva;308;199;54.77%;;;
2020;Marin Cilic;18330;52710;-65.22%;;;
2020;Marina Bassols Ribera;1448;1646;-12.03%;;;
2020;Marina Melnikova;3023;7275;-58.45%;;;
2020;Marina Yudanov;282;1307;-78.42%;;;
2020;Marine Partaud;623;765;-18.56%;;;
2020;Marine Szostak;0;(null);(null);;;
2020;Mario Vilella Martinez;3022;6771;-55.37%;;;
2020;Marion Viertler;60;0;(null);;;
2020;Marketa Vondrousova;2431;21357;-88.62%;;;
2020;Markos Kalovelonis;23;23;0.00%;;;
2020;Marta Custic;133;(null);(null);;;
2020;Marta Kostyuk;12161;5310;129.02%;;;
2020;Martha Matoula;3;0;(null);;;
2020;Martin Antonio Vergara Del Puerto;0;(null);(null);;;
2020;Martin Cuevas;104;1135;-90.84%;;;
2020;Martin Klizan;5014;12252;-59.08%;;;
2020;Martin Redlicki;165;610;-72.95%;;;
2020;Martina Biagianti;4;0;(null);;;
2020;Martina Caregaro;578;3541;-83.68%;;;
2020;Martina Colmegna;1298;1605;-19.13%;;;
2020;Martina Di Giuseppe;638;6599;-90.33%;;;
2020;Martina Maria Bovio;0;(null);(null);;;
2020;Martina Spigarelli;574;206;178.64%;;;
2020;Martina Trevisan;4155;10012;-58.50%;;;
2020;Marton Fucsovics;16924;24557;-31.08%;;;
2020;Martyna Kubka;359;56;541.07%;;;
2020;Marvin Moeller;11;(null);(null);;;
2020;Mary Closs;7;0;(null);;;
2020;Mary Stoiana;0;(null);(null);;;
2020;Maryna Zanevska;2575;7258;-64.52%;;;
2020;Matheus Pucinelli De Almeida;52;(null);(null);;;
2020;Mathias Bourgue;3106;4764;-34.80%;;;
2020;Mathieu Perchicot;152;(null);(null);;;
2020;Matias Franco Descotte;417;364;14.56%;;;
2020;Matija Pecotic;115;52;121.15%;;;
2020;Matilda Mutavdzic;0;(null);(null);;;
2020;Matilde Jorge;0;0;(null);;;
2020;Matilde Mariani;0;0;(null);;;
2020;Matilde Paoletti;8;0;(null);;;
2020;Mats Moraing;1873;4790;-60.90%;;;
2020;Mats Rosenkranz;126;74;70.27%;;;
2020;Matteo Berrettini;26490;68051;-61.07%;;;
2020;Matteo Gigante;28;(null);(null);;;
2020;Matteo Martineau;397;91;336.26%;;;
2020;Matteo Viola;2985;5043;-40.81%;;;
2020;Matthew Ebden;286;5197;-94.50%;;;
2020;Matthias Bachinger;2199;9489;-76.83%;;;
2020;Mauricio Echazu;44;54;-18.52%;;;
2020;Maverick Banes;107;2046;-94.77%;;;
2020;Max Hans Rehberg;0;(null);(null);;;
2020;Max Purcell;466;6501;-92.83%;;;
2020;Maxime Cressy;4827;3856;25.18%;;;
2020;Maxime Hamou;335;854;-60.77%;;;
2020;Maxime Janvier;3170;8436;-62.42%;;;
2020;Maximilian Marterer;3160;5832;-45.82%;;;
2020;Maya Pitts;0;0;(null);;;
2020;Mayar Sherif;9112;4394;107.37%;;;
2020;Mayo Hibi;357;5614;-93.64%;;;
2020;Mayuka Aikawa;78;70;11.43%;;;
2020;Meeka Marshall;0;(null);(null);;;
2020;Mehluli Don Ayanda Sibanda;36;(null);(null);;;
2020;Mei Yamaguchi;192;303;-36.63%;;;
2020;Meiling Wang;210;385;-45.45%;;;
2020;Meiqi Guo;87;1129;-92.29%;;;
2020;Melania Delai;265;75;253.33%;;;
2020;Melanie Klaffner;137;1460;-90.62%;;;
2020;Melanie Stokke;266;1002;-73.45%;;;
2020;Melis Ayda Uyar;0;(null);(null);;;
2020;Melis Sezer;68;109;-37.61%;;;
2020;Melissa Boyden;0;(null);(null);;;
2020;Mell Elizabeth Reasco Gonzalez;49;25;96.00%;;;
2020;Melody Hefti;0;(null);(null);;;
2020;Merel Hoedt;24;317;-92.43%;;;
2020;Meritxell Boix Molla;0;(null);(null);;;
2020;Merna Refaat;0;0;(null);;;
2020;Michael Geerts;104;177;-41.24%;;;
2020;Michael Mmoh;3568;3970;-10.13%;;;
2020;Michael Redlicki;415;1438;-71.14%;;;
2020;Michael Vrbensky;1142;30;3706.67%;;;
2020;Michaela Bayerlova;98;256;-61.72%;;;
2020;Michaela Kadleckova;0;0;(null);;;
2020;Michaela Laki;0;(null);(null);;;
2020;Michaela Niedermeier;0;(null);(null);;;
2020;Michail Pervolarakis;410;393;4.33%;;;
2020;Michika Ozeki;144;616;-76.62%;;;
2020;Michiru Furuya;10;27;-62.96%;;;
2020;Mick Veldheer;58;(null);(null);;;
2020;Mihaela Djakovic;109;68;60.29%;;;
2020;Mihika Yadav;15;41;-63.41%;;;
2020;Mikael Torpegaard;3381;6164;-45.15%;;;
2020;Mikael Ymer;8650;19247;-55.06%;;;
2020;Mikhail Kukushkin;6584;27789;-76.31%;;;
2020;Milan Krish;0;(null);(null);;;
2020;Milana Zhabrailova;0;(null);(null);;;
2020;Milos Raonic;39315;41665;-5.64%;;;
2020;Mina Hodzic;160;20;700.00%;;;
2020;Minami Akiyama;0;6;-100.00%;;;
2020;Miomir Kecmanovic;18359;23244;-21.02%;;;
2020;Mira Antonitsch;393;416;-5.53%;;;
2020;Miray Konar;0;(null);(null);;;
2020;Miriam Bianca Bulgaru;355;1288;-72.44%;;;
2020;Miriam Kolodziejova;565;217;160.37%;;;
2020;Mirjam Bjorklund;993;2294;-56.71%;;;
2020;Mirza Basic;1040;3728;-72.10%;;;
2020;Misa Malkin;0;0;(null);;;
2020;Misaki Doi;9609;12660;-24.10%;;;
2020;Misaki Matsuda;120;134;-10.45%;;;
2020;Mischa Zverev;1558;2209;-29.47%;;;
2020;Mitchell Krueger;4666;5924;-21.24%;;;
2020;Miyabi Inoue;162;1456;-88.87%;;;
2020;Mohamed Safwat;4673;8170;-42.80%;;;
2020;Momoko Kobori;321;3693;-91.31%;;;
2020;Mona Barthel;520;4108;-87.34%;;;
2020;Monica Niculescu;470;7933;-94.08%;;;
2020;Monika Kilnarova;471;687;-31.44%;;;
2020;Mouna Bouzgarrou;0;(null);(null);;;
2020;Moyuka Uchijima;353;214;64.95%;;;
2020;Mylene Halemai;86;64;34.38%;;;
2020;Myrtille Georges;810;6367;-87.28%;;;
2020;Na Lae Han;972;9590;-89.86%;;;
2020;Nada Fouad;0;0;(null);;;
2020;Nadia Podoroska;16279;4416;268.64%;;;
2020;Nadine Del Carmen;0;(null);(null);;;
2020;Nadine Keller;0;(null);(null);;;
2020;Nagi Hanatani;1027;1090;-5.78%;;;
2020;Nahia Berecoechea;0;(null);(null);;;
2020;Naho Sato;102;134;-23.88%;;;
2020;Naiktha Bains;565;5821;-90.29%;;;
2020;Nana Kawagishi;9;0;(null);;;
2020;Nao Hibino;6312;11866;-46.81%;;;
2020;Naoki Tajima;64;(null);(null);;;
2020;Naomi Osaka;15933;79531;-79.97%;;;
2020;Nastasja Mariana Schunk;73;(null);(null);;;
2020;Nastja Kolar;521;3467;-84.97%;;;
2020;Natalia Orlova;61;121;-49.59%;;;
2020;Natalia Siedliska;220;588;-62.59%;;;
2020;Natalia Vikhlyantseva;3412;10865;-68.60%;;;
